Purchased_equipment_id,Equipment_type,Amount_of_equipment,Order_time,Place_id,Class_id
43210,4132,489385,29 hours,19192,86917
43211,37132,327247,39 days,40923,76175
43212,44045,800297,178 minutes,88574,39323
43213,40862,949353,148 hours,93127,50268
43214,65835,332674,125 years,74935,29620
43215,36443,827842,224 minutes,41889,29192
43216,93074,320535,76 mons,87615,6309
43217,60511,696428,70 mons,9079,89529
43218,264,90416,160 years,85141,30091
43219,11814,191658,30 weeks,70315,90147
43220,82349,179664,247 weeks,13355,49850
43221,41354,704209,99 years,18911,24408
43222,16208,176551,120 minutes,5178,80433
43223,88763,370418,199 days,22583,17957
43224,55143,111795,200 mons,46200,38706
43225,65994,739094,158 weeks,21786,51314
43226,34557,505312,200 mons,19503,79112
43227,43666,890668,179 days,21147,29718
43228,20238,691743,6 minutes,16413,33659
43229,24444,683254,2 minutes,73409,66417
43230,33078,360704,236 weeks,80730,59391
43231,85785,11407,60 minutes,36768,50406
43232,6372,180506,282 mons,41769,22819
43233,26300,764978,247 minutes,27638,90309
43234,56986,987973,43 days,6850,54407
43235,89277,222086,9 minutes,56924,4805
43236,46163,81432,64 days,3140,41786
43237,45664,78581,172 years,52317,85936
43238,36533,716844,97 mons,13704,17066
43239,85115,957274,21 mons,53381,42179
43240,35422,589257,9 mons,3487,95254
43241,54465,488293,176 weeks,64374,55078
43242,91970,932593,242 weeks,52300,73184
43243,17191,209621,262 mons,654,420
43244,16995,836124,178 days,23849,17832
43245,19757,6548,76 weeks,5283,79419
43246,73738,574083,63 mons,80580,23067
43247,64841,1545,210 hours,96486,88049
43248,46227,289642,299 years,95391,43080
43249,91278,156628,211 minutes,32565,80252
43250,75365,715870,298 hours,22789,25864
43251,32215,236105,203 minutes,62029,16050
43252,25547,141253,163 years,55843,64998
43253,83728,810781,124 years,10942,97649
43254,8110,368947,228 weeks,17600,39101
43255,87792,633862,247 years,612,34188
43256,62968,347019,33 weeks,21413,83534
43257,77139,895597,32 weeks,1015,46340
43258,92351,51028,230 minutes,13376,4480
43259,30824,716325,174 years,48823,17947
43260,7102,127379,264 years,33845,74612
43261,34412,343465,187 mons,40229,16687
43262,95917,123531,269 mons,65762,51054
43263,92547,153910,10 days,2352,48423
43264,54243,122360,146 years,91713,73806
43265,70578,1576,114 minutes,57974,60817
43266,83982,338092,222 hours,6905,84455
43267,20305,138217,151 mons,30353,56387
43268,69493,425933,139 weeks,25611,14605
43269,6991,340435,30 hours,74638,6304
43270,1067,750755,212 hours,2403,59495
43271,90657,87814,49 weeks,24119,16176
43272,27070,848768,230 mons,70537,20883
43273,5925,252434,185 days,37579,59728
43274,88411,964300,130 minutes,55583,68802
43275,26025,10901,65 mons,28622,63057
43276,85142,805196,269 days,41471,15137
43277,72768,496791,184 weeks,41620,74637
43278,61546,413731,257 hours,85556,76625
43279,79403,652711,64 weeks,92611,63611
43280,9632,559584,181 days,32181,20462
43281,86582,716818,161 weeks,91667,7711
43282,55393,196293,56 minutes,11234,54081
43283,3087,863901,31 minutes,51367,21482
43284,6530,639974,298 minutes,22027,48584
43285,4150,639279,187 years,16928,84732
43286,54898,576527,161 days,2132,16743
43287,79455,779971,79 hours,46619,10505
43288,76595,78726,100 weeks,94198,6229
43289,78914,242355,204 minutes,38306,45936
43290,98074,116739,218 minutes,26565,74297
43291,72898,536082,266 weeks,26539,69724
43292,31501,152781,123 years,64831,54647
43293,61502,609832,226 days,90037,35516
43294,37610,526098,104 weeks,30373,91341
43295,23156,130768,37 minutes,22004,7958
43296,12704,150070,179 days,15730,92783
43297,10320,921158,253 minutes,26933,22607
43298,74824,505222,55 days,23317,593
43299,96346,892058,216 years,46215,18356
43300,37987,408601,100 weeks,33395,25285
43301,43439,637031,46 mons,33384,99290
43302,18248,994118,170 years,21114,13643
43303,42876,531673,151 mons,22066,7087
43304,14299,374588,188 mons,79854,98433
43305,7933,943285,227 days,66413,40036
43306,19117,827062,58 minutes,40733,51013
43307,16316,956744,250 years,30354,96397
43308,61657,489854,40 mons,87511,33934
43309,48823,572521,181 days,72914,64416
43310,18677,495402,40 mons,22218,21056
43311,84739,708906,156 mons,38856,28186
43312,71925,498890,279 mons,44897,7455
43313,37931,336862,78 hours,98000,14350
43314,35610,976920,274 weeks,29429,28908
43315,89373,868208,244 hours,71946,96131
43316,76351,346304,204 hours,56842,34266
43317,16324,434428,8 mons,51127,48799
43318,14702,797814,47 days,24209,19192
43319,70207,465508,278 minutes,2757,57221
43320,79176,592485,184 minutes,55619,94061
43321,6569,910285,296 weeks,30374,88699
43322,61926,842016,243 mons,66502,9093
43323,75722,201849,148 days,35177,89948
43324,13107,454391,108 hours,73019,49992
43325,36816,298717,14 minutes,20282,310
43326,47953,395722,196 mons,66420,29382
43327,80960,993546,117 minutes,51229,94615
43328,52599,983417,74 years,51013,56708
43329,604,661163,145 years,14458,87824
43330,9784,278593,55 hours,45911,46030
43331,58559,163505,283 mons,22992,80372
43332,17469,650249,80 weeks,95641,2554
43333,12951,833400,265 mons,38926,67509
43334,53303,252901,140 days,97761,34680
43335,29677,215710,63 years,53037,4741
43336,26750,653553,95 mons,4440,51979
43337,71363,788675,106 years,13211,83425
43338,13401,314414,201 hours,95917,72438
43339,9272,102326,105 days,29083,2223
43340,87077,524699,7 hours,91530,2593
43341,70061,50691,293 weeks,92917,89552
43342,61694,800890,57 days,14542,48553
43343,10082,688255,155 years,46715,606
43344,27675,446912,61 hours,31489,5153
43345,90481,179498,180 hours,63339,37490
43346,10860,553041,293 hours,97684,48003
43347,95942,136662,268 weeks,22061,4282
43348,10788,680717,49 mons,79911,27991
43349,25646,241797,146 days,80382,32357
43350,97560,264251,152 minutes,83212,84753
43351,10485,685399,207 minutes,11299,19384
43352,65336,851788,280 days,85177,17953
43353,10762,353968,285 minutes,88208,60737
43354,41155,400840,25 mons,43202,49108
43355,89151,929492,8 hours,26087,91597
43356,80308,152899,171 mons,95313,35150
43357,72265,988973,12 years,2534,76117
43358,67186,553597,111 years,78120,41559
43359,8450,316801,248 minutes,15050,13701
43360,85783,609933,168 weeks,11583,332
43361,50867,767496,252 years,97111,35173
43362,9836,320365,123 hours,31162,3140
43363,59807,739983,180 weeks,32542,99870
43364,4601,357384,188 days,85495,94258
43365,21848,402335,38 hours,70844,98855
43366,20631,979693,65 mons,17803,27517
43367,53080,664216,46 weeks,37727,70149
43368,6045,21367,211 minutes,88968,14607
43369,60364,532214,290 mons,38940,88584
43370,2128,779967,201 hours,47122,89574
43371,87896,386915,135 days,33560,18413
43372,50665,852371,158 days,19862,59489
43373,93478,861986,288 mons,31870,69098
43374,53488,330401,114 hours,87052,2780
43375,98560,44737,208 hours,1376,91848
43376,9186,652575,291 mons,3762,47583
43377,9423,573468,253 weeks,11964,21821
43378,65648,74093,130 weeks,20460,66159
43379,31268,117387,231 hours,70128,70184
43380,6780,874667,189 days,95839,35296
43381,33538,659602,77 mons,96508,5626
43382,43954,669490,157 years,81867,94482
43383,87420,510979,100 weeks,60199,67433
43384,96152,775628,281 days,74304,60957
43385,91796,488576,138 mons,22300,31550
43386,84501,745892,277 years,80378,59163
43387,14634,821550,163 weeks,95089,3916
43388,71439,998607,15 years,74014,62107
43389,51049,124104,202 hours,84095,28030
43390,10977,449949,82 years,42915,15475
43391,1300,119639,298 mons,7655,58653
43392,35236,912563,69 weeks,3739,46496
43393,25502,851479,76 weeks,19374,21847
43394,83644,714415,289 minutes,49952,45047
43395,9474,466263,34 years,65932,21499
43396,84458,542980,79 hours,13334,99596
43397,39185,395308,125 years,67519,62461
43398,29660,628764,291 weeks,23314,51442
43399,82666,406711,114 weeks,79112,7307
43400,36129,747361,179 days,10727,50532
43401,5321,878836,123 years,4806,63680
43402,40395,935674,174 mons,43894,16615
43403,79751,239620,127 minutes,56538,76679
43404,51703,345186,263 weeks,94390,26647
43405,13222,967093,6 minutes,56632,80390
43406,66701,814841,144 years,23760,18511
43407,61996,815113,136 minutes,48945,18587
43408,53119,790039,92 hours,57873,14399
43409,74743,533391,84 weeks,74882,11592
43410,17772,275980,281 days,74921,67593
43411,15993,172701,291 mons,1123,66358
43412,50638,295070,96 years,75372,63758
43413,85686,520182,103 hours,68981,93891
43414,25149,600842,176 hours,69682,96077
43415,82458,463302,174 mons,66645,65381
43416,92801,320059,100 mons,63394,71510
43417,25722,302669,296 minutes,11978,99681
43418,61557,469955,33 days,23222,15130
43419,43408,283893,10 weeks,85674,66804
43420,67481,236382,74 days,26244,4957
43421,42083,399189,6 days,15879,11546
43422,56240,215267,278 years,55737,35771
43423,21749,479826,178 weeks,13885,2486
43424,2864,281393,125 hours,7109,99273
43425,46922,411411,53 minutes,39140,4107
43426,26262,68865,179 minutes,18931,13510
43427,22068,947646,142 days,61472,40558
43428,9226,367598,260 minutes,37886,27483
43429,35808,816618,182 years,12543,41848
43430,49109,769593,135 hours,13458,76675
43431,24427,585133,1 hours,31042,78501
43432,61844,28451,206 years,82192,78474
43433,57498,50999,208 weeks,74007,70686
43434,54478,693224,107 hours,34070,52863
43435,15162,262644,248 hours,56140,89993
43436,78612,506658,244 mons,99225,54102
43437,43610,177515,116 days,1794,27046
43438,49547,278061,123 years,76821,33384
43439,60414,702195,280 days,3271,56534
43440,41149,661565,150 years,96971,18360
43441,57157,743812,25 hours,92492,47397
43442,21324,418031,259 days,69615,89740
43443,43040,587084,193 minutes,46146,1581
43444,63798,683488,141 mons,61067,53984
43445,88748,935226,30 mons,29129,64704
43446,57955,645346,145 hours,74592,47903
43447,31561,680270,186 minutes,68163,60838
43448,67172,487481,134 mons,47998,30557
43449,18565,532625,210 mons,55627,68089
43450,1033,751942,263 days,53292,58444
43451,96580,369887,150 mons,68429,62669
43452,95839,178269,197 mons,35947,48605
43453,75678,661324,29 years,54343,92914
43454,97103,507505,207 days,29898,78514
43455,41364,622356,236 weeks,25491,83005
43456,76607,405264,34 hours,11250,14224
43457,39794,730107,17 weeks,22832,9429
43458,26882,854595,186 years,31976,1108
43459,43827,462576,269 mons,7615,84417
43460,29201,686733,109 days,96863,80663
43461,26447,820608,61 weeks,65182,17789
43462,22687,64513,279 mons,36565,41861
43463,70673,345081,34 years,59939,28239
43464,65453,811290,54 days,65003,11031
43465,61258,387557,154 hours,96621,64277
43466,3320,153474,191 hours,96349,67724
43467,77787,581695,184 hours,36530,39191
43468,95394,525264,170 years,77792,6010
43469,38048,270101,33 mons,5631,80164
43470,96111,123536,36 mons,89636,68400
43471,2146,255134,283 years,16907,46901
43472,38258,699365,181 hours,82660,72721
43473,31617,754737,80 days,12521,6476
43474,47310,940655,221 weeks,98830,99936
43475,23969,43248,282 hours,89534,89914
43476,22148,125979,278 hours,85089,97412
43477,2641,539570,127 minutes,87632,86901
43478,91665,993111,281 days,2320,29911
43479,15449,136585,145 years,59549,18519
43480,23031,1829,201 days,55164,64090
43481,46963,826214,214 years,29424,63383
43482,91325,455529,137 days,32895,25823
43483,42665,786552,174 days,87511,44220
43484,66413,865032,191 minutes,81822,81972
43485,74523,570731,196 mons,70554,85950
43486,8085,164851,244 mons,9718,44244
43487,57206,754069,119 hours,65457,26868
43488,97180,653687,88 mons,92808,67892
43489,45042,433970,112 days,46752,42319
43490,18825,455333,240 years,57754,6104
43491,14954,616674,296 mons,95080,36657
43492,1461,772168,78 weeks,41142,80588
43493,94495,782153,99 minutes,59464,18400
43494,61282,140316,144 weeks,53806,72198
43495,6707,555633,150 weeks,356,94565
43496,47692,552346,83 mons,22236,98517
43497,67648,848757,188 mons,14123,82952
43498,31982,964268,63 years,48865,88573
43499,70505,448592,58 days,99191,89672
43500,48315,689057,49 hours,16309,7460
43501,57880,415602,205 weeks,76450,30471
43502,45889,147745,300 years,97152,55712
43503,64409,383062,165 years,55117,38463
43504,40618,916896,232 days,9504,89576
43505,22351,763529,31 mons,87191,5053
43506,83905,210906,189 mons,73598,58831
43507,78461,121530,289 minutes,66113,87680
43508,81386,977271,0 days,37080,14705
43509,59747,736342,168 minutes,15288,12790
43510,80826,409975,209 weeks,62279,63945
43511,44679,616628,236 mons,61189,56904
43512,41134,819349,108 hours,65254,67635
43513,95759,604581,160 minutes,73484,23284
43514,35708,521126,119 hours,61226,45615
43515,57316,174927,223 weeks,73519,36778
43516,98875,550986,62 minutes,78793,11178
43517,49793,199787,248 minutes,29020,61772
43518,53009,144215,186 minutes,91153,98093
43519,34939,781621,146 minutes,5097,47021
43520,54113,738776,88 hours,38901,11696
43521,94465,866109,203 minutes,2326,30059
43522,87931,690402,34 weeks,86451,24118
43523,20078,899779,123 days,8910,94200
43524,77257,37961,188 years,98232,22180
43525,39832,27738,7 years,20255,15028
43526,82332,565873,192 hours,37648,52379
43527,40107,103976,202 mons,24360,56159
43528,92253,980225,76 mons,15584,4326
43529,83719,507221,39 weeks,42358,59216
43530,56488,720295,14 mons,47534,11887
43531,84674,972647,106 mons,24025,33513
43532,60624,340200,203 mons,75483,39113
43533,66384,949727,71 days,4339,10908
43534,35775,578330,123 weeks,20960,83245
43535,1513,458067,233 years,46887,3775
43536,85940,463883,52 mons,5489,25773
43537,48148,365799,210 days,76581,22797
43538,50146,550546,208 hours,76764,29658
43539,85504,154980,65 hours,94804,11209
43540,96646,162124,128 days,75831,67007
43541,14604,620890,6 minutes,90265,83992
43542,64023,403092,227 years,90469,5665
43543,31749,345124,137 mons,17863,21100
43544,77438,957435,285 years,12211,55009
43545,44648,85501,263 days,54232,4996
43546,47638,287487,90 minutes,49114,10588
43547,13639,714668,22 years,62999,52791
43548,35726,769036,123 years,56874,4281
43549,83879,470326,262 years,60052,31161
43550,46961,472748,277 minutes,74408,83411
43551,82947,701376,292 minutes,59030,98584
43552,90046,2997,94 hours,46128,84568
43553,31088,351768,119 minutes,697,12903
43554,76886,942546,86 hours,7087,14116
43555,90433,55840,241 years,67215,88550
43556,57133,37326,226 days,40495,60986
43557,49248,458310,269 days,32265,34438
43558,43374,826199,1 minutes,40899,11977
43559,58043,26059,113 days,34241,39130
43560,44885,549169,149 mons,39552,97103
43561,37988,357905,47 hours,15119,85574
43562,48039,395721,140 hours,37423,14636
43563,35981,171062,34 minutes,23472,66656
43564,24184,301652,3 years,26689,75580
43565,94533,555247,246 mons,57613,76072
43566,34937,770213,224 days,63255,89234
43567,54473,576935,146 mons,40821,32547
43568,53669,138079,230 years,2480,7708
43569,87694,952213,286 hours,36310,92636
43570,85783,656941,224 days,64837,63358
43571,16449,797169,146 weeks,57137,87630
43572,82401,752876,66 minutes,51659,11134
43573,76785,783004,245 minutes,56134,18805
43574,73760,66929,96 hours,34375,67396
43575,43231,33053,136 hours,81815,60716
43576,62201,82199,152 minutes,96002,75796
43577,84338,619737,14 mons,26697,81087
43578,45458,205702,288 minutes,86203,513
43579,19526,556411,295 days,1342,89597
43580,94046,51643,243 mons,29935,56585
43581,72997,80030,159 weeks,28283,81851
43582,87637,19564,118 hours,48345,91464
43583,62582,325954,37 years,50860,10584
43584,67595,635250,151 minutes,16723,98437
43585,68820,307624,285 weeks,19817,98546
43586,80205,654641,296 hours,15110,10131
43587,67719,496267,32 hours,63478,89196
43588,45147,401785,156 mons,68761,67643
43589,27603,228334,94 mons,7683,49405
43590,40113,21463,186 minutes,64678,60090
43591,62452,676187,11 weeks,61298,43466
43592,97633,184261,152 mons,49541,46359
43593,39039,46560,80 years,75553,92478
43594,18822,566206,60 years,49831,39087
43595,73177,655896,147 days,96373,52154
43596,21351,379272,48 hours,30736,63603
43597,54119,581527,217 hours,92452,64361
43598,81144,583871,49 years,59369,82776
43599,71073,104088,219 hours,30329,57175
43600,94510,289218,147 weeks,51279,48557
43601,39913,83817,220 weeks,55117,12678
43602,4377,723943,89 weeks,30016,42356
43603,57304,798318,82 years,44194,86958
43604,19749,675062,180 days,13630,71395
43605,4806,283712,130 hours,88277,88661
43606,59145,618656,265 minutes,16395,96979
43607,66491,158609,110 weeks,11763,71586
43608,24246,890255,291 minutes,18313,76494
43609,22963,598546,71 hours,58285,27760
43610,20629,45666,36 mons,62137,46269
43611,40539,136770,254 days,21951,93234
43612,35163,793508,186 hours,84384,73109
43613,88970,205228,45 weeks,38504,45982
43614,44631,635694,57 minutes,53160,49558
43615,51783,367841,136 days,36792,15132
43616,47514,76913,284 years,33481,39410
43617,62525,683560,168 years,1474,62072
43618,23154,920502,56 mons,1276,83302
43619,74560,661572,244 minutes,99590,90912
43620,3,350283,157 years,25603,93445
43621,52150,947743,180 years,58363,49187
43622,93442,103527,291 days,7664,78018
43623,57598,845410,194 hours,78229,73818
43624,34671,601635,190 years,67189,60487
43625,74144,666491,120 days,69436,65154
43626,5614,631724,36 mons,32089,70099
43627,44016,526337,162 hours,80470,45793
43628,50028,357637,209 mons,57797,90428
43629,87223,5051,198 hours,98527,90412
43630,58189,23112,265 weeks,51369,43518
43631,54363,56569,130 weeks,25018,94289
43632,69787,739986,92 weeks,3251,41968
43633,23812,848694,300 years,62300,40391
43634,30497,539303,35 weeks,67429,25121
43635,2676,568074,90 years,68997,82285
43636,21789,585245,155 years,9566,4415
43637,26200,666388,217 minutes,76665,95536
43638,9580,121768,149 mons,94642,49134
43639,36528,649045,170 hours,1903,85259
43640,7995,729037,164 mons,77784,80234
43641,94520,186481,203 minutes,13191,59908
43642,55521,315317,251 days,97078,47476
43643,77589,937791,266 weeks,2039,76616
43644,50062,3320,149 days,28204,5069
43645,88860,260186,216 days,35559,75630
43646,59862,679104,10 mons,29044,55376
43647,77580,183759,197 mons,16001,15085
43648,2113,179763,21 hours,19769,84905
43649,38717,313045,155 minutes,32469,21623
43650,54735,692298,165 hours,7086,40236
43651,355,64148,236 weeks,3912,49297
43652,62702,884387,174 years,61096,94529
43653,23397,679055,32 years,82587,9555
43654,88465,866611,235 days,33411,45330
43655,35470,696335,141 minutes,93398,71725
43656,51395,712354,51 years,60596,13648
43657,47813,348236,41 mons,87357,70699
43658,78039,631392,257 weeks,79947,82624
43659,80073,955856,15 mons,37847,78459
43660,44912,233622,221 days,50283,55541
43661,266,744692,63 mons,83960,77145
43662,68750,163402,277 hours,26663,67158
43663,69027,985541,54 days,71076,94448
43664,34905,272516,168 minutes,40595,46858
43665,68952,803779,257 weeks,66866,57921
43666,96680,980742,260 hours,50301,69757
43667,4615,771783,17 hours,13276,87277
43668,98124,634837,217 weeks,49647,75586
43669,16363,851191,212 hours,49391,52042
43670,84342,705280,291 minutes,11106,66514
43671,2691,239700,9 mons,26364,50972
43672,97869,623092,37 hours,58522,10961
43673,30732,262836,197 hours,81934,19682
43674,17474,191631,43 weeks,95599,94842
43675,93360,194921,173 hours,75716,12456
43676,56327,837710,266 years,98678,85243
43677,49656,996913,239 minutes,67103,75883
43678,53854,988396,161 days,7893,69325
43679,25533,337388,117 hours,5941,67587
43680,26826,700719,229 minutes,41308,7493
43681,75619,128706,40 mons,67499,66843
43682,88155,798514,283 mons,26567,82209
43683,4536,57242,152 mons,79246,16835
43684,8688,732185,202 years,59483,11382
43685,48540,850510,234 years,340,8019
43686,88953,526299,87 weeks,42771,10588
43687,52479,121754,275 mons,72449,66103
43688,875,39574,174 days,26924,36301
43689,18478,494989,177 minutes,3873,36923
43690,19980,995637,175 years,99109,88322
43691,45696,288805,95 years,32746,29885
43692,37546,689630,199 days,69716,80883
43693,4804,709259,40 minutes,12237,4673
43694,23776,665478,152 days,57417,70616
43695,5209,703525,226 mons,35371,39008
43696,48773,531331,199 minutes,52097,77503
43697,2024,259481,105 hours,64857,12909
43698,93796,956150,15 hours,4681,79894
43699,32652,447728,52 hours,62166,90001
43700,46279,132687,158 hours,47031,63568
43701,73828,178139,104 days,79250,69813
43702,38844,752405,209 mons,9842,38599
43703,19154,20764,36 hours,23426,64442
43704,50883,623541,283 years,21836,81307
43705,94437,94153,208 mons,9870,11815
43706,2267,706147,250 minutes,73776,2510
43707,74536,683348,29 hours,66904,71442
43708,11431,444926,72 hours,77241,27656
43709,58716,302370,99 days,76303,82764
43710,96007,861421,172 hours,13493,53413
43711,92125,744871,279 hours,58912,44084
43712,87425,317305,22 weeks,15119,95157
43713,15264,347187,75 weeks,68284,13709
43714,54718,701405,176 weeks,78442,67055
43715,73776,701879,13 hours,26767,4213
43716,93275,179889,170 minutes,81463,49454
43717,97555,573764,175 days,21384,23819
43718,68174,991508,116 days,58070,50381
43719,99619,892916,235 weeks,15224,31017
43720,91401,978546,39 minutes,90797,4109
43721,8368,361762,143 years,21845,96893
43722,58835,876789,161 mons,54659,29986
43723,99605,147121,244 years,93105,49201
43724,14480,833675,104 mons,3329,80236
43725,44153,878984,241 mons,46312,98993
43726,65131,765032,53 days,59023,48499
43727,62806,378616,121 mons,63384,5625
43728,59411,81518,43 weeks,21085,31328
43729,19779,222724,64 days,37103,99930
43730,56567,18643,182 minutes,30281,2094
43731,79252,380622,171 mons,42728,84041
43732,26412,186513,29 years,97844,66434
43733,61636,549774,18 mons,58299,78693
43734,61709,683063,154 mons,31725,94676
43735,815,804513,216 days,404,65680
43736,75400,428643,141 weeks,8405,88228
43737,99600,365804,92 years,93542,74792
43738,18332,58015,84 years,67008,8869
43739,63137,27346,233 years,75128,55713
43740,30909,815009,141 years,16423,16025
43741,23256,183366,27 mons,99660,61150
43742,25917,382635,278 years,66694,54098
43743,52361,15260,219 hours,51575,66295
43744,27165,449855,188 minutes,58655,94559
43745,79004,967635,53 years,57820,32756
43746,30213,984676,164 hours,94748,46525
43747,89299,483472,217 weeks,26415,66092
43748,28658,882472,134 minutes,22335,52849
43749,18989,630887,66 days,49235,72318
43750,92829,902723,61 days,8215,759
43751,46502,927042,187 weeks,49724,94418
43752,53540,858827,47 mons,23593,32326
43753,40487,565472,104 years,74165,82359
43754,77878,314587,150 weeks,66759,94343
43755,61875,747932,280 minutes,63887,79021
43756,75712,273934,107 mons,7052,2294
43757,87394,970721,74 minutes,64055,44183
43758,95669,39066,51 mons,78930,40974
43759,38906,182834,20 years,91219,14125
43760,42598,800237,58 hours,71400,74121
43761,32331,40928,95 mons,40485,11550
43762,59355,798279,66 days,87710,60734
43763,17844,972705,268 weeks,16868,38117
43764,86535,777770,10 days,19149,90473
43765,14617,865200,91 minutes,98604,56606
43766,64297,599994,61 weeks,31946,69448
43767,57886,422494,247 years,72127,70040
43768,95037,758897,31 years,63189,54653
43769,93899,204825,103 hours,6932,39505
43770,60572,673589,43 years,29318,69898
43771,27616,33056,277 years,5203,57359
43772,85003,325284,79 days,18000,81500
43773,1185,673939,137 hours,20261,21024
43774,66962,901522,58 weeks,79907,54975
43775,41575,101306,283 mons,84137,28065
43776,97244,715669,106 minutes,62284,81685
43777,44928,305851,7 minutes,90540,90097
43778,11564,633535,133 minutes,61443,82147
43779,63492,92798,222 weeks,63749,74489
43780,43565,208427,282 hours,41091,34848
43781,77093,187058,197 weeks,90332,57115
43782,78583,510978,178 days,608,26524
43783,82056,748409,282 years,57920,19310
43784,18348,52768,285 years,81676,1458
43785,65821,659098,62 minutes,44157,31552
43786,60078,801672,284 minutes,19558,36700
43787,48657,424220,52 hours,5585,42566
43788,25224,872038,29 mons,52683,69591
43789,94148,28843,146 years,49085,1393
43790,47481,283670,113 weeks,38126,25782
43791,77117,705774,21 days,86804,14348
43792,65366,289,187 minutes,24856,20938
43793,43635,498543,189 days,98232,48983
43794,8786,216000,35 minutes,70768,80248
43795,69111,810141,0 years,81832,40480
43796,80279,869620,200 minutes,8661,54300
43797,42385,622196,27 mons,89163,98790
43798,23721,852442,180 hours,38567,10132
43799,51446,664997,279 minutes,88483,92466
43800,38410,257170,79 years,64360,22971
43801,39714,60289,16 minutes,48340,9716
43802,21920,108941,134 mons,13477,14745
43803,39139,761209,103 days,65719,18927
43804,69237,637082,175 days,743,83521
43805,42215,558937,55 minutes,51644,92570
43806,6133,488799,120 weeks,2508,50534
43807,2491,503464,294 weeks,35524,26219
43808,95202,117616,112 days,87812,43155
43809,35334,876108,155 hours,70199,89489
43810,66187,499828,91 mons,16537,69246
43811,69454,716274,31 weeks,23696,16967
43812,8920,638356,97 years,78695,22366
43813,31627,96831,85 hours,16479,22333
43814,22619,727890,152 days,60935,65871
43815,4278,968361,37 weeks,90902,57128
43816,36201,565498,83 hours,68106,59312
43817,96547,237257,264 mons,75555,68118
43818,51887,781736,256 mons,22496,11955
43819,48196,582108,92 days,54275,42669
43820,94636,433278,243 minutes,16982,3082
43821,65044,615263,162 years,18545,16227
43822,54093,602523,132 years,39834,97288
43823,35674,492799,126 days,8569,76952
43824,73674,106716,241 years,10613,97327
43825,54316,511051,217 mons,4105,72651
43826,79743,320490,262 mons,92351,25494
43827,52424,210744,163 weeks,68676,79926
43828,4325,989481,155 minutes,97717,15615
43829,67978,561485,136 weeks,8470,57726
43830,39590,515285,111 minutes,19416,5187
43831,32334,224107,294 mons,31896,23588
43832,41432,71832,169 weeks,86771,68652
43833,87104,107041,124 weeks,54889,15507
43834,33090,774015,93 days,77945,6881
43835,16858,230679,76 days,58642,6751
43836,18471,311603,204 minutes,24065,28464
43837,34376,88990,261 mons,89205,97214
43838,44747,116710,230 days,74993,74533
43839,63662,228306,263 minutes,15121,66997
43840,47813,226635,228 minutes,72266,64231
43841,96136,388322,37 weeks,42357,51331
43842,65626,938979,153 mons,37481,21798
43843,76776,544358,56 weeks,34736,49785
43844,36651,69670,77 days,78717,33449
43845,49042,889148,167 years,52075,80550
43846,81680,177409,150 minutes,81826,56333
43847,96863,228170,51 days,34452,30312
43848,31531,795233,183 days,25596,88057
43849,69659,309938,125 days,9964,18606
43850,89922,932457,132 minutes,31263,69581
43851,70244,548137,163 years,93790,86192
43852,35645,188495,152 weeks,80440,21379
43853,86702,947745,284 days,24749,5838
43854,85710,415759,234 minutes,60773,23584
43855,46086,227525,82 days,89534,10562
43856,26830,784657,21 years,29778,70227
43857,14069,341977,143 minutes,48298,26317
43858,30426,236820,135 hours,4868,98465
43859,80122,863033,300 weeks,47224,41728
43860,8458,283846,48 weeks,19592,54913
43861,55416,261571,49 hours,32121,72530
43862,50385,599290,214 days,6768,25357
43863,78910,435167,25 years,18754,58062
43864,76168,866157,165 years,35845,43036
43865,4253,702260,245 hours,18053,67375
43866,86036,384627,281 mons,73145,44419
43867,74021,531316,212 minutes,53983,80531
43868,62317,296427,284 years,26501,36126
43869,88294,888200,235 hours,29853,84286
43870,46984,122451,288 minutes,74574,7814
43871,67507,320074,105 mons,29408,47009
43872,94598,140460,20 mons,82823,68244
43873,40697,684200,5 mons,88847,61112
43874,19915,495884,150 mons,56922,36519
43875,51841,395471,22 days,66264,74788
43876,86830,93889,31 minutes,91572,94061
43877,81851,276946,132 minutes,4730,41442
43878,32220,867101,210 weeks,95185,84703
43879,46809,772134,252 weeks,65445,45733
43880,42808,151214,38 mons,77643,15518
43881,92078,747861,62 minutes,54570,52502
43882,65681,583723,163 days,59619,93302
43883,43025,589531,145 mons,81856,67915
43884,5254,735951,266 years,81431,52196
43885,2102,807650,211 weeks,4786,7111
43886,41852,406951,139 minutes,60576,6269
43887,90083,347063,163 hours,74548,48023
43888,42166,841314,85 minutes,20878,31890
43889,74460,263389,5 days,35322,39570
43890,21863,355965,168 years,88214,7385
43891,51368,337646,241 days,3770,80607
43892,95684,669407,116 hours,82880,18989
43893,28869,628284,300 hours,79798,7778
43894,84401,556151,115 hours,93385,41666
43895,78816,865313,114 weeks,51291,29635
43896,5082,845723,292 mons,8819,92450
43897,92130,548357,1 hours,78751,52156
43898,70134,414192,132 mons,75516,69103
43899,85312,577723,34 weeks,16442,13264
43900,93368,74540,216 weeks,94819,98482
43901,81868,876477,101 mons,31642,61879
43902,84148,293388,137 hours,46328,80679
43903,17479,889548,264 days,27837,86123
43904,38765,284935,134 hours,90283,30957
43905,56340,951383,82 years,53287,51578
43906,42745,540794,101 days,62325,47559
43907,34233,206466,35 days,69672,32532
43908,38718,113885,144 minutes,81785,34526
