Certificate_id,Client_id,Course_id,Course_end_date
36482,22616,15293,2020-12-25
36483,36449,91637,2022-02-05
36484,67677,58462,2021-01-07
36485,49577,38514,2020-08-17
36486,70211,34538,2020-12-19
36487,52724,94652,2022-01-01
36488,22634,67969,2021-06-24
36489,26583,28576,2020-03-14
36490,54673,8349,2021-02-03
36491,45879,95649,2022-01-31
36492,11556,65033,2022-05-08
36493,88087,17626,2021-09-11
36494,42366,51392,2022-03-15
36495,28707,11546,2022-04-05
36496,9246,69806,2022-04-10
36497,23331,77898,2021-03-03
36498,71064,61060,2020-04-18
36499,97585,5743,2021-02-04
36500,79739,67924,2020-08-24
36501,44743,4347,2021-02-04
36502,73334,82300,2020-02-09
36503,13725,13377,2020-12-31
36504,8843,82018,2022-03-19
36505,72511,71923,2021-02-10
36506,99231,55071,2020-02-24
36507,50337,98330,2021-05-11
36508,95878,48275,2020-11-20
36509,48368,16969,2020-05-27
36510,39662,98728,2022-05-10
36511,4937,83695,2020-12-26
36512,8060,95419,2021-10-19
36513,42683,69390,2022-01-18
36514,48578,1097,2021-11-07
36515,86334,58649,2021-09-02
36516,15107,4486,2021-09-29
36517,60405,62412,2020-09-19
36518,29483,37448,2021-01-04
36519,36304,91048,2021-03-05
36520,6181,10088,2020-10-29
36521,71191,77329,2021-03-09
36522,67375,95845,2020-02-19
36523,86300,38596,2020-06-04
36524,96895,1925,2021-07-25
36525,79218,71719,2022-02-13
36526,85825,70000,2021-11-27
36527,52952,51890,2021-12-22
36528,89524,90308,2020-09-25
36529,59558,10526,2020-04-06
36530,3113,98629,2020-11-25
36531,88982,47804,2022-05-05
36532,83381,92942,2020-02-15
36533,62197,33513,2020-07-04
36534,96881,94439,2020-11-22
36535,60807,68783,2020-01-09
36536,87402,84177,2020-11-20
36537,70622,22624,2021-02-28
36538,16673,85796,2020-09-06
36539,86532,82931,2021-03-15
36540,16694,94561,2021-05-14
36541,938,41361,2020-01-15
36542,8036,26868,2021-04-03
36543,67898,41801,2021-02-04
36544,87640,31408,2022-02-21
36545,66316,69940,2021-09-21
36546,71837,44717,2020-09-03
36547,5329,4117,2020-08-09
36548,27490,37265,2020-05-15
36549,77095,41098,2021-12-20
36550,14566,40631,2022-03-21
36551,41413,99546,2021-12-19
36552,70140,11809,2020-01-26
36553,3631,31157,2020-03-11
36554,24924,17405,2021-02-03
36555,86736,44565,2022-04-26
36556,55342,9782,2020-05-31
36557,82086,28440,2021-12-24
36558,30975,15196,2020-08-05
36559,19603,46514,2020-04-04
36560,7079,91328,2020-12-21
36561,24382,4627,2021-04-18
36562,46984,12935,2020-03-30
36563,50433,36096,2021-03-26
36564,59868,37800,2022-03-07
36565,91922,88298,2020-07-19
36566,47644,82834,2021-03-22
36567,9698,89425,2021-04-30
36568,43231,93881,2020-02-02
36569,26128,3266,2021-10-04
36570,12623,64568,2020-12-11
36571,5670,19861,2022-02-02
36572,28348,35750,2021-10-24
36573,93235,77523,2022-01-22
36574,86679,69622,2020-04-21
36575,52226,84589,2022-04-27
36576,50233,43318,2020-01-19
36577,25367,76744,2020-04-16
36578,45129,31148,2021-01-21
36579,32990,80796,2021-09-21
36580,42205,11288,2020-04-25
36581,45541,2819,2020-09-27
36582,14230,26552,2020-11-05
36583,76934,55461,2020-10-22
36584,43478,48922,2021-09-05
36585,4245,6287,2022-02-21
36586,31344,27124,2020-12-23
36587,48492,34543,2020-03-20
36588,30169,23678,2020-07-30
36589,38330,82374,2021-12-02
36590,66369,98002,2020-03-08
36591,74792,52052,2021-06-11
36592,38022,23154,2021-06-27
36593,12286,5345,2020-05-27
36594,51271,25528,2021-06-13
36595,16055,47537,2021-08-18
36596,57368,27504,2022-02-04
36597,89851,29832,2021-09-23
36598,73804,99077,2020-07-16
36599,88441,18185,2020-08-25
36600,61820,14195,2020-02-19
36601,11250,76971,2021-07-18
36602,22987,30726,2020-03-28
36603,36821,14945,2020-10-22
36604,20010,30283,2022-05-01
36605,96133,330,2021-05-20
36606,9558,9443,2021-01-02
36607,7636,21476,2022-01-07
36608,56342,69027,2021-01-02
36609,73021,73865,2021-07-18
36610,57652,90451,2020-02-05
36611,71360,1467,2022-04-08
36612,84092,33458,2021-10-07
36613,35810,93258,2022-04-24
36614,68841,77681,2021-09-05
36615,30939,60903,2020-07-06
36616,53308,32883,2020-08-26
36617,17228,72986,2020-06-13
36618,88515,1540,2020-03-16
36619,85915,70801,2021-03-02
36620,79076,6204,2020-11-05
36621,95626,50083,2020-10-16
36622,93064,89195,2021-01-18
36623,31617,69976,2022-02-11
36624,64931,40550,2021-11-12
36625,73403,84340,2020-10-21
36626,25276,53346,2020-10-30
36627,89882,1288,2021-09-04
36628,7551,58971,2022-02-25
36629,5146,59997,2021-06-02
36630,37472,546,2021-08-09
36631,27303,48191,2020-12-15
36632,52841,71835,2021-06-29
36633,63089,3356,2021-02-06
36634,40984,26282,2020-02-19
36635,39319,26364,2020-06-07
36636,42905,96905,2020-03-08
36637,54095,78395,2020-01-01
36638,96121,37183,2022-02-17
36639,25624,67824,2021-12-20
36640,93257,30364,2021-04-22
36641,38829,387,2020-02-23
36642,98385,53256,2022-01-17
36643,19495,73723,2021-09-05
36644,5905,11445,2020-10-15
36645,13222,14429,2022-02-25
36646,96165,53883,2020-01-13
36647,34050,72164,2020-07-03
36648,71759,18267,2022-04-01
36649,32662,72599,2020-06-26
36650,39107,30371,2020-03-14
36651,57283,25311,2021-01-18
36652,4485,51707,2020-12-25
36653,56884,43236,2020-03-18
36654,66390,22572,2020-01-07
36655,73989,46782,2022-04-14
36656,37304,23755,2021-10-07
36657,74782,31171,2020-08-30
36658,94521,6667,2020-06-25
36659,38550,14930,2020-11-20
36660,46545,67564,2020-06-21
36661,274,5838,2021-01-11
36662,73885,14341,2020-09-28
36663,40812,98357,2021-08-23
36664,48683,28061,2021-09-15
36665,6725,28978,2021-06-08
36666,47401,5368,2020-02-10
36667,33588,18455,2021-06-13
36668,50641,47948,2020-04-27
36669,64681,17871,2022-04-13
36670,50292,39206,2021-06-11
36671,94842,12017,2020-11-17
36672,91920,93444,2020-12-10
36673,97036,57703,2020-12-15
36674,43344,92974,2020-03-22
36675,27475,87247,2020-06-18
36676,5971,12447,2020-12-30
36677,2094,22222,2021-02-12
36678,34593,48401,2021-09-25
36679,27337,92200,2021-08-24
36680,93596,83632,2021-09-19
36681,8486,98395,2021-08-06
36682,93410,69136,2020-06-01
36683,27003,46784,2020-11-10
36684,11970,20299,2021-10-29
36685,44829,84993,2021-01-17
36686,80811,41174,2020-07-12
36687,39385,31994,2022-03-21
36688,28857,55083,2020-08-05
36689,39743,96258,2020-05-08
36690,23422,6862,2021-09-03
36691,14329,38014,2022-01-23
36692,71440,74860,2020-08-14
36693,76384,3140,2020-07-14
36694,8319,80117,2021-04-02
36695,44737,47219,2022-03-20
36696,33326,3408,2020-12-28
36697,6283,68553,2022-02-28
36698,73243,8914,2022-02-28
36699,92624,93840,2021-05-23
36700,13660,34340,2021-12-02
36701,5671,20474,2021-05-21
36702,63066,53474,2020-09-11
36703,63024,6973,2020-02-14
36704,83212,5732,2021-11-24
36705,8928,58844,2022-01-30
36706,31191,80429,2022-02-28
36707,8848,42614,2021-11-15
36708,33848,63010,2021-12-19
36709,60296,62483,2020-09-21
36710,97926,53623,2021-12-31
36711,61524,85333,2022-01-03
36712,34471,96597,2020-05-14
36713,18358,45986,2020-10-27
36714,36459,32101,2021-12-08
36715,29815,35698,2020-07-27
36716,93351,23885,2020-01-19
36717,60194,26236,2020-08-27
36718,39354,55254,2021-01-10
36719,18215,20554,2022-02-01
36720,67631,72642,2021-03-13
36721,7713,78296,2021-08-09
36722,64705,1420,2021-03-27
36723,4475,13,2022-04-12
36724,56155,64463,2021-07-25
36725,68903,92516,2022-01-08
36726,62317,28835,2021-05-25
36727,58138,33495,2020-11-10
36728,68952,42390,2020-06-16
36729,34774,51488,2022-02-02
36730,61136,56027,2020-03-25
36731,89384,89007,2021-06-30
36732,47538,25177,2020-08-15
36733,28965,98772,2020-10-20
36734,48633,41213,2021-07-30
36735,32099,73683,2021-08-11
36736,76359,87027,2020-11-18
36737,81668,81076,2021-01-02
36738,14212,9,2020-05-13
36739,68294,28426,2020-06-18
36740,96613,59552,2022-01-26
36741,58661,5190,2021-12-23
36742,24220,9456,2021-04-14
36743,46943,809,2021-04-08
36744,90588,22110,2020-12-05
36745,4484,59090,2022-04-04
36746,36095,16655,2020-01-18
36747,51245,35740,2021-11-13
36748,79135,22246,2021-04-03
36749,65883,47754,2020-09-28
36750,90427,16089,2021-06-05
36751,46958,87364,2021-11-21
36752,54770,41601,2021-05-21
36753,3978,70054,2021-05-09
36754,14868,43857,2020-05-02
36755,77116,13151,2020-02-03
36756,11443,94140,2021-08-13
36757,99217,15792,2021-07-18
36758,32439,6628,2021-02-03
36759,78205,38778,2020-09-21
36760,79241,8032,2021-12-01
36761,84064,8995,2021-12-11
36762,31194,93645,2022-03-08
36763,40221,83813,2022-04-21
36764,52816,62017,2021-02-07
36765,332,76881,2020-12-15
36766,56264,23528,2022-02-03
36767,85552,71475,2020-08-18
36768,87057,42701,2020-05-25
36769,37488,49132,2021-02-15
36770,92532,86163,2020-04-22
36771,27016,68503,2021-04-04
36772,63910,66461,2021-12-05
36773,29895,18177,2020-05-05
36774,82101,65447,2021-08-27
36775,64109,44354,2020-04-01
36776,69125,20213,2021-11-19
36777,16428,56090,2021-05-06
36778,16183,86202,2022-01-23
36779,97647,12341,2021-06-23
36780,90941,42729,2020-01-10
36781,38079,14985,2021-11-28
36782,21883,9682,2020-08-26
36783,57040,85324,2021-04-05
36784,81502,17114,2020-04-22
36785,9251,75205,2020-07-15
36786,40657,8328,2022-01-17
36787,39571,34795,2020-02-15
36788,48796,69703,2020-04-03
36789,49181,72709,2021-02-05
36790,16773,78747,2021-05-02
36791,18261,92666,2020-10-28
36792,38579,53201,2022-03-21
36793,91883,66781,2020-04-04
36794,79544,94808,2022-01-26
36795,59873,64162,2020-05-20
36796,2988,24870,2022-03-16
36797,72196,70202,2020-03-21
36798,8818,12355,2020-10-03
36799,20981,16398,2021-11-14
36800,31200,88524,2022-01-13
36801,52569,34060,2021-09-09
36802,980,91367,2020-01-26
36803,9002,70823,2021-08-23
36804,98838,96488,2020-11-05
36805,78820,43252,2021-06-13
36806,93681,26420,2020-06-16
36807,7633,97094,2021-12-08
36808,61958,25117,2021-01-01
36809,99248,8513,2020-03-23
36810,72042,58912,2021-12-01
36811,2283,18468,2020-10-17
36812,47261,99589,2021-05-06
36813,20048,45780,2020-07-19
36814,7733,84586,2020-08-15
36815,33963,91197,2021-07-23
36816,89110,46605,2021-03-05
36817,6523,13843,2020-02-23
36818,69115,29480,2020-07-06
36819,76323,9236,2022-02-23
36820,89932,61527,2022-03-29
36821,30525,30941,2021-10-10
36822,63409,49925,2021-12-08
36823,57466,82755,2020-08-02
36824,29384,57841,2021-01-09
36825,86604,88711,2022-04-11
36826,18513,83233,2020-08-14
36827,4898,30493,2021-05-15
36828,44361,74157,2020-08-09
36829,81324,29889,2020-04-17
36830,92106,76926,2021-02-22
36831,78017,92461,2021-10-07
36832,92024,3406,2022-03-12
36833,65764,10494,2020-04-15
36834,88006,13606,2021-12-20
36835,7650,4385,2021-10-30
36836,67745,13085,2021-10-22
36837,6688,36675,2022-04-15
36838,96316,96511,2022-05-07
36839,39698,26895,2020-04-25
36840,59639,53471,2022-03-03
36841,82744,39662,2022-01-07
36842,74152,86851,2021-03-28
36843,63917,34063,2021-04-05
36844,88082,23778,2021-03-02
36845,41592,76723,2021-11-16
36846,6602,18900,2021-09-27
36847,45954,85498,2020-10-08
36848,54285,79544,2021-11-26
36849,64693,96288,2020-05-30
36850,79842,96759,2022-01-11
36851,79104,87317,2021-10-11
36852,49001,861,2021-02-06
36853,22201,82559,2020-05-17
36854,54986,99014,2021-10-18
36855,39601,98693,2020-04-28
36856,31108,11942,2020-07-26
36857,15500,50439,2021-07-10
36858,90375,92784,2020-01-20
36859,80368,58500,2021-05-06
36860,26388,60166,2021-10-25
36861,93413,73054,2020-04-26
36862,72755,71331,2020-04-25
36863,29473,54309,2021-11-30
36864,89942,18999,2020-02-20
36865,46019,61633,2022-03-07
36866,96588,59410,2020-05-23
36867,20398,99696,2020-06-23
36868,34925,3249,2022-01-19
36869,67505,14991,2021-04-20
36870,32268,42640,2021-02-03
36871,30402,57490,2022-04-10
36872,61786,32424,2020-05-15
36873,25049,79100,2022-04-09
36874,39486,3050,2021-09-19
36875,89862,15713,2020-12-15
36876,64397,91937,2021-11-03
36877,69636,77833,2020-08-01
36878,78632,23059,2020-08-01
36879,7514,118,2021-11-26
36880,78028,79956,2021-12-23
36881,93281,22596,2021-10-30
36882,28321,7890,2022-02-10
36883,25958,40188,2021-10-20
36884,33197,60844,2022-05-08
36885,19086,90850,2021-04-24
36886,45170,59658,2020-06-27
36887,31173,88660,2021-10-13
36888,99740,64467,2022-05-11
36889,87328,27762,2021-05-26
36890,94885,41057,2021-01-13
36891,76300,94167,2021-03-12
36892,31886,7733,2021-12-07
36893,64541,42563,2021-05-05
36894,21292,50306,2021-10-23
36895,60816,62947,2020-08-15
36896,63355,99430,2022-04-03
36897,24463,4931,2020-12-07
36898,73214,91999,2022-01-03
36899,1020,2185,2021-02-17
36900,79705,92955,2021-06-21
36901,51018,82435,2021-09-02
36902,59600,9094,2021-07-05
36903,22156,72160,2020-05-22
36904,83510,91534,2021-01-08
36905,85610,79777,2020-03-21
36906,30655,55916,2020-07-23
36907,34007,71801,2020-07-18
36908,31947,91689,2021-03-07
36909,10473,43785,2020-11-29
36910,22134,63077,2021-07-21
36911,38947,29204,2020-11-14
36912,75637,84654,2022-03-31
36913,99743,44557,2020-09-04
36914,33091,91155,2021-02-08
36915,492,94922,2021-01-15
36916,24628,28160,2020-06-13
36917,79236,72686,2020-02-07
36918,24500,43388,2021-07-01
36919,70039,41681,2020-11-09
36920,19704,38812,2020-10-22
36921,85467,47338,2021-02-15
36922,99017,97946,2021-12-13
36923,69462,81737,2020-10-26
36924,38530,85171,2022-02-04
36925,65831,69770,2021-10-04
36926,41601,69539,2021-03-30
36927,6188,84046,2021-07-22
36928,1384,18280,2021-04-26
36929,20633,41617,2020-11-06
36930,92663,88738,2022-01-15
36931,56329,28921,2021-04-08
36932,65641,82327,2021-02-08
36933,74719,36580,2020-08-01
36934,71290,77982,2022-02-12
36935,57824,29666,2021-10-02
36936,1117,7209,2022-02-23
36937,48683,59171,2020-01-12
36938,16821,74880,2020-08-14
36939,54803,7747,2020-11-10
36940,60523,66840,2021-03-18
36941,61228,38360,2021-02-24
36942,84142,40580,2021-04-03
36943,26502,14904,2021-01-03
36944,224,38638,2022-05-10
36945,11618,15463,2021-05-16
36946,30863,1002,2020-08-12
36947,98996,41063,2021-01-20
36948,42808,31954,2021-11-23
36949,41733,97143,2021-11-06
36950,93606,34439,2020-01-06
36951,94879,57133,2021-03-16
36952,8947,49116,2020-05-03
36953,45315,30666,2020-08-16
36954,41822,38579,2021-09-19
36955,49358,15254,2021-10-28
36956,97481,85213,2020-02-23
36957,71129,53207,2020-02-01
36958,56474,50965,2021-02-11
36959,46635,49848,2020-05-07
36960,29344,45780,2022-03-29
36961,67074,52473,2020-12-13
36962,14026,14135,2021-09-25
36963,12792,45238,2021-06-25
36964,34907,33207,2022-03-01
36965,54457,8528,2020-01-29
36966,35127,12672,2021-02-06
36967,77069,92191,2020-07-13
36968,63659,8397,2021-03-29
36969,36485,46788,2020-01-02
36970,94403,13767,2020-03-25
36971,17199,40082,2020-07-14
36972,53123,50061,2022-02-05
36973,64549,1012,2022-02-12
36974,21766,61573,2021-07-28
36975,2402,55856,2020-03-03
36976,6169,86590,2021-01-21
36977,53306,60954,2021-09-15
36978,2623,59732,2020-03-23
36979,9809,8233,2021-07-02
36980,55896,53239,2020-10-03
36981,36344,63211,2021-07-04
36982,53495,36461,2020-11-18
36983,77811,76154,2021-11-29
36984,30389,77905,2020-12-02
36985,73496,15623,2020-03-30
36986,78368,38069,2021-08-02
36987,67339,37058,2021-03-24
36988,13149,49026,2020-05-21
36989,15499,44471,2022-02-26
36990,39830,95005,2020-09-18
36991,8033,16517,2022-01-13
36992,5901,56946,2020-06-01
36993,15122,84713,2021-03-20
36994,31148,92809,2021-08-21
36995,77350,43758,2021-05-15
36996,66152,96176,2021-10-11
36997,29637,9830,2021-09-10
36998,75183,34023,2021-11-13
36999,99651,42259,2020-10-19
37000,36,18607,2020-02-06
37001,53759,33449,2020-11-21
37002,13540,94078,2021-08-20
37003,27909,42986,2022-02-25
37004,15374,86666,2021-10-09
37005,99628,92590,2021-11-16
37006,79198,21084,2021-12-04
37007,60675,24372,2020-02-04
37008,59963,87143,2020-10-16
37009,5946,19741,2021-10-22
37010,6901,37613,2020-09-05
37011,72816,82186,2021-04-12
37012,45275,67119,2022-02-13
37013,26532,95788,2020-02-11
37014,37033,53407,2021-09-03
37015,52883,72993,2022-03-19
37016,60375,67317,2020-09-14
37017,34927,52617,2021-06-17
37018,61219,94842,2022-05-09
37019,16910,48058,2022-02-02
37020,36495,94809,2021-12-26
37021,70255,24328,2021-11-11
37022,42705,5187,2021-04-09
37023,94778,68996,2020-07-06
37024,39267,70071,2020-06-11
37025,42067,21585,2020-12-27
37026,42778,80031,2021-04-30
37027,39315,66542,2021-06-21
37028,57960,30217,2021-11-06
37029,68793,17814,2020-09-05
37030,60113,81012,2021-03-27
37031,73312,21546,2020-09-16
37032,80258,10144,2020-12-17
37033,25109,88576,2022-01-25
37034,10325,22645,2021-08-12
37035,5706,87898,2020-10-25
37036,56328,40538,2020-09-26
37037,29922,15086,2021-08-09
37038,65324,99786,2020-09-30
37039,60346,35111,2022-05-08
37040,92957,89900,2021-07-11
37041,37571,36046,2021-02-26
37042,41149,9476,2022-05-02
37043,15904,41584,2020-03-03
37044,98817,19287,2021-02-07
37045,62090,45179,2020-05-25
37046,75517,74449,2022-04-14
37047,7631,83757,2021-06-11
37048,74630,68042,2020-01-05
37049,24391,36066,2020-10-21
37050,54995,23607,2020-12-02
37051,47346,58055,2021-03-08
37052,3083,43621,2020-01-14
37053,88199,19205,2021-02-14
37054,87316,87165,2022-02-06
37055,86514,78167,2020-11-05
37056,42846,59872,2020-12-02
37057,8154,52998,2020-07-08
37058,46399,92424,2021-08-01
37059,43149,87643,2020-03-26
37060,13383,67390,2020-01-25
37061,16429,65543,2020-08-12
37062,70566,2952,2020-03-15
37063,35338,75503,2020-12-17
37064,80349,88226,2021-07-30
37065,70432,74614,2021-10-01
37066,69870,5110,2020-04-01
37067,6736,51313,2020-01-01
37068,91984,91422,2021-07-12
37069,64806,9624,2021-04-03
37070,12212,79911,2020-08-24
37071,23457,21318,2021-01-26
37072,22958,74361,2021-11-16
37073,94654,98854,2021-04-04
37074,48868,98229,2021-10-28
37075,12147,53319,2022-02-16
37076,97708,24183,2020-12-29
37077,74595,81041,2021-10-01
37078,60190,26468,2021-12-12
37079,42860,58790,2021-04-15
37080,44387,57568,2021-02-26
37081,4462,93204,2020-11-01
37082,39322,25979,2022-04-19
37083,23383,22900,2022-05-11
37084,10982,21936,2020-11-02
37085,62186,36291,2021-01-31
37086,6140,23703,2020-12-13
37087,93227,37914,2020-10-19
37088,85573,4510,2020-01-22
37089,1758,60691,2020-10-04
37090,3869,4706,2020-06-09
37091,24587,96775,2020-05-02
37092,10970,15821,2020-01-19
37093,38710,55207,2021-12-31
37094,494,94429,2021-06-12
37095,48783,95655,2020-05-17
37096,97707,33781,2020-07-17
37097,32605,8989,2020-08-19
37098,43286,47497,2020-04-24
37099,23537,15084,2021-06-26
37100,81962,10791,2020-12-03
37101,50506,93508,2021-09-21
37102,87072,27699,2021-01-14
37103,8297,60299,2020-10-10
37104,50453,41323,2022-02-01
37105,92117,67664,2022-03-10
37106,90164,69087,2021-04-16
37107,3490,7147,2022-01-09
37108,47698,1899,2021-12-07
37109,97025,17847,2021-07-03
37110,22397,56777,2022-05-01
37111,21832,34063,2021-09-30
37112,65070,10178,2020-07-19
37113,55824,92107,2021-02-01
37114,18762,24663,2020-10-20
37115,83387,26540,2021-09-05
37116,99803,97373,2021-07-04
37117,93758,21560,2022-02-26
37118,89232,65183,2021-05-09
37119,71557,16479,2021-02-06
37120,55511,19254,2021-05-29
37121,89134,20138,2021-04-12
37122,86377,88066,2021-12-14
37123,76003,55421,2021-02-24
37124,31565,25132,2021-11-01
37125,45594,73464,2021-10-21
37126,1989,93535,2021-10-07
37127,84544,4748,2021-10-01
37128,8225,90463,2021-07-16
37129,92892,72286,2020-03-19
37130,23650,19047,2021-12-05
37131,70491,55111,2021-10-22
37132,54371,68542,2020-09-29
37133,16362,83637,2021-10-28
37134,59041,79732,2020-09-27
37135,55179,34875,2020-03-29
37136,40957,61018,2020-03-05
37137,36804,98671,2021-12-24
37138,27259,30021,2021-10-24
37139,26737,14860,2020-12-14
37140,46254,6212,2021-12-02
37141,43872,56448,2021-04-15
37142,54398,17698,2020-08-30
37143,64470,18281,2021-05-20
37144,42686,93729,2020-12-11
37145,25896,25570,2021-11-20
37146,53270,43050,2022-03-29
37147,22502,30016,2020-04-20
37148,8814,46874,2020-09-21
37149,1492,91315,2020-04-19
37150,15908,36770,2021-02-09
37151,48960,32545,2021-06-02
37152,48896,71162,2021-06-10
37153,46237,78210,2021-02-23
37154,30841,79056,2022-02-21
37155,95450,83808,2020-11-14
37156,36755,62856,2022-02-23
37157,12069,49501,2021-06-22
37158,60733,35719,2021-05-04
37159,13759,20841,2020-03-15
37160,1073,82508,2022-04-19
37161,55385,80068,2020-02-22
37162,70588,38115,2020-03-28
37163,12204,17685,2020-12-10
37164,43778,91066,2020-10-08
37165,44119,95202,2021-08-15
37166,89567,10722,2021-12-22
37167,78521,43356,2020-03-06
37168,18619,51418,2021-09-29
37169,38939,44281,2021-01-07
37170,17403,90717,2020-04-24
37171,36269,79445,2020-08-17
37172,12369,48280,2020-11-15
37173,22492,8351,2021-01-28
37174,56682,54960,2020-09-22
37175,92023,27370,2021-04-02
37176,12831,6344,2020-10-27
37177,89447,85333,2021-07-02
37178,4621,82734,2020-09-10
37179,2925,99564,2020-07-29
37180,98687,38337,2021-09-24
37181,24598,10403,2021-03-21
37182,19785,45409,2020-02-04
37183,91632,53057,2021-10-15
37184,80231,69651,2020-03-12
37185,46408,46143,2020-03-02
37186,18350,75249,2022-01-16
37187,67587,61957,2021-09-10
37188,73702,14508,2020-11-10
37189,28609,58374,2020-07-15
37190,33945,74884,2021-03-23
37191,49537,71791,2022-02-08
37192,8308,74629,2020-07-14
37193,7769,55761,2020-06-10
37194,71566,62726,2021-10-05
37195,54554,47763,2021-01-05
37196,64724,97622,2021-05-24
37197,54572,841,2022-01-15
37198,28575,76028,2022-03-15
37199,55874,41382,2022-02-14
37200,1501,63025,2022-02-18
37201,31967,23608,2022-04-04
37202,80758,18710,2021-02-18
37203,25383,97521,2021-04-08
37204,59962,58954,2020-02-07
37205,38212,63738,2020-10-17
37206,58891,6463,2020-12-05
37207,87270,64914,2022-01-24
37208,72617,2228,2020-07-22
37209,49671,4855,2020-05-07
37210,22083,39080,2021-06-21
37211,64378,1657,2021-12-03
37212,30513,62714,2020-10-12
37213,80514,91147,2020-03-24
37214,39259,34769,2020-07-03
37215,62175,79002,2021-04-19
37216,99804,16621,2020-02-29
37217,98025,38709,2021-10-27
37218,52589,85640,2020-09-12
37219,82659,81229,2022-01-14
37220,88279,73865,2021-01-08
37221,58127,33183,2021-02-25
37222,21287,9715,2021-07-28
37223,65028,15938,2021-12-02
37224,92802,68169,2022-03-11
37225,98757,4106,2020-05-28
37226,89755,31715,2020-08-17
37227,30346,75746,2020-08-22
37228,33230,60967,2021-11-05
37229,84993,64852,2022-01-10
37230,65560,56846,2021-03-05
37231,96212,79828,2021-05-01
37232,72203,34795,2022-04-17
37233,31445,46543,2021-09-12
37234,40906,27787,2021-03-12
37235,60836,82092,2020-06-13
37236,50985,31696,2020-10-20
37237,49982,31743,2021-03-26
37238,78872,51460,2020-03-08
37239,28147,28915,2020-08-31
37240,92937,12164,2022-01-04
37241,78570,2029,2021-06-16
37242,79369,32745,2020-01-27
37243,39610,4616,2020-01-28
37244,39132,32487,2021-03-11
37245,16631,79409,2022-02-14
37246,13773,27676,2020-11-30
37247,58515,25916,2020-11-10
37248,24981,97991,2020-02-08
37249,72326,82879,2020-04-01
37250,40271,55525,2022-02-15
37251,80259,14653,2020-07-08
37252,52183,76834,2021-12-01
37253,83562,34737,2020-03-16
37254,65490,41091,2021-04-12
37255,38430,92212,2021-12-21
37256,69060,12646,2020-08-28
37257,12527,70734,2020-12-23
37258,93063,66509,2021-08-10
37259,31248,79560,2021-10-28
37260,28649,43722,2020-12-05
37261,45210,19634,2021-05-08
37262,71658,90407,2021-01-14
37263,23556,50197,2021-09-19
37264,53952,11755,2021-09-23
37265,93680,4190,2020-09-26
37266,92037,80414,2020-08-14
37267,23859,61024,2021-10-10
37268,16838,76777,2020-05-22
37269,82710,48463,2022-01-06
37270,70139,93083,2021-04-23
37271,34937,78454,2020-06-22
37272,78682,79930,2020-05-24
37273,9030,64282,2021-02-04
37274,86336,19390,2021-07-24
37275,60459,40074,2022-02-02
37276,36747,29120,2022-02-17
37277,68888,8463,2020-02-15
37278,11439,77285,2021-11-14
37279,14295,60545,2022-02-11
37280,4909,38440,2022-04-27
37281,74442,1288,2022-05-05
37282,82429,47904,2021-10-21
37283,92746,68010,2020-06-14
37284,689,66189,2020-10-28
37285,68644,27242,2021-12-12
37286,18570,52345,2020-08-09
37287,23261,32030,2020-11-20
37288,14649,74925,2021-05-06
37289,30830,51646,2021-01-12
37290,81515,21251,2020-02-15
37291,34756,58053,2021-08-09
37292,75768,87467,2021-11-01
37293,62789,10433,2021-12-16
37294,56375,90058,2021-01-07
37295,1512,21656,2021-08-17
37296,48637,76466,2020-05-23
37297,95782,5109,2020-03-06
37298,78258,11931,2020-04-24
37299,98017,29334,2020-04-12
37300,21105,64179,2021-11-30
37301,84733,13403,2022-03-12
37302,8573,58544,2021-11-24
37303,24985,66523,2020-08-28
37304,78535,65729,2020-12-20
37305,40357,64345,2022-01-11
37306,58001,352,2022-01-27
37307,91140,54515,2022-03-22
37308,32236,55678,2020-03-07
37309,28222,15931,2021-03-15
37310,6707,47448,2020-10-29
37311,88077,29577,2021-09-03
37312,15448,32362,2020-05-20
37313,49738,15686,2021-12-18
37314,33609,31272,2020-07-06
37315,43756,15435,2022-04-02
37316,88773,91518,2021-05-31
37317,46902,11035,2022-04-04
37318,34041,15982,2021-12-08
37319,36996,32888,2020-03-14
37320,50420,56167,2021-04-02
37321,33342,83272,2020-09-08
37322,95524,11718,2020-04-13
37323,31499,13681,2020-03-31
37324,86139,72733,2021-09-08
37325,4288,11997,2021-08-31
37326,12926,55877,2021-07-10
37327,6065,53218,2020-07-14
37328,37240,82050,2020-09-25
37329,54493,77070,2020-10-20
37330,68274,43500,2021-03-26
37331,1342,66824,2020-02-10
37332,20622,30961,2020-09-23
37333,48154,86347,2021-08-26
37334,43228,30659,2020-10-27
37335,93291,23041,2021-12-03
37336,89964,54929,2020-11-18
37337,99947,52420,2020-12-11
37338,31155,10894,2020-12-22
37339,151,18327,2022-02-09
37340,27820,23763,2020-09-22
37341,81265,28397,2020-04-12
37342,44736,96761,2021-11-08
37343,53002,69526,2021-07-12
37344,58380,44993,2021-09-07
37345,56498,67322,2022-02-23
37346,37650,97851,2020-09-27
37347,42029,64759,2020-05-24
37348,17969,44075,2021-03-18
37349,4112,6699,2022-01-12
37350,66261,80886,2021-02-12
37351,66300,18629,2020-04-19
37352,27075,72125,2020-02-11
37353,42706,94364,2021-10-22
37354,8247,28625,2021-08-01
37355,70959,3344,2022-02-12
