Available_equipment_id,Equipment_type,Amount_of_equipment,Place_id
43090,50068,343181,82563
43091,63795,336917,5682
43092,60257,230553,87903
43093,51386,354838,9852
43094,4967,613445,38036
43095,99388,368288,85133
43096,98057,955752,58694
43097,99668,832666,35868
43098,52009,166546,45694
43099,18530,171008,55237
43100,54493,872342,15553
43101,60315,610414,57816
43102,47148,786127,70231
43103,38881,670423,38880
43104,94934,812776,41566
43105,48090,275372,75477
43106,4914,804387,83602
43107,7960,38546,53044
43108,59518,582977,95490
43109,80493,151008,96199
43110,10947,93024,70225
43111,13322,661486,90875
43112,16227,49045,39722
43113,2976,117000,87575
43114,99231,775862,92978
43115,60029,61673,65823
43116,65862,86944,89559
43117,56333,220959,67128
43118,23160,535435,46365
43119,36512,702587,22011
43120,98109,959992,24173
43121,46337,359357,41194
43122,65410,324287,66108
43123,9808,232094,20628
43124,1652,727395,98015
43125,30353,320588,52382
43126,1325,75517,77442
43127,81817,313394,99015
43128,54754,720401,74103
43129,8067,898378,21588
43130,12758,257170,62587
43131,4077,478281,56931
43132,30521,247082,35445
43133,90413,605209,99654
43134,45041,598183,48441
43135,88369,48636,13757
43136,17919,790864,98418
43137,39082,888709,93491
43138,11479,83114,32985
43139,11166,551994,25717
43140,51534,409961,39452
43141,5847,694374,39740
43142,52864,196260,45256
43143,8599,273399,77544
43144,21655,288137,19914
43145,26538,235974,96638
43146,33458,643390,76229
43147,22357,172068,59993
43148,15690,316087,88671
43149,33149,450399,68046
43150,24660,765435,54901
43151,54476,229057,81552
43152,45386,147288,27193
43153,64068,705691,4677
43154,83461,147703,46098
43155,77079,49882,99894
43156,43985,905903,91858
43157,90241,206007,25271
43158,89307,513752,17571
43159,40862,112839,59945
43160,47341,475303,5257
43161,52071,208550,35144
43162,53939,933367,19431
43163,79501,140998,19122
43164,38174,792550,5933
43165,30403,761056,90917
43166,9235,768553,40184
43167,42796,165731,33623
43168,80668,350598,68843
43169,16295,768272,50278
43170,8289,686714,85120
43171,735,808729,64105
43172,63445,589069,74248
43173,58322,148856,36536
43174,70131,848563,40132
43175,91886,538058,91537
43176,58064,762163,15109
43177,39970,125487,29449
43178,32228,836212,99984
43179,46882,119906,72290
43180,86878,490373,485
43181,47294,185839,9946
43182,57886,329689,8487
43183,94423,320835,80188
43184,44103,390265,3561
43185,25923,973354,45151
43186,816,905570,42949
43187,78349,483205,66098
43188,9528,604088,61999
43189,39651,928620,59340
43190,11007,897739,26498
43191,88781,917767,9478
43192,40923,646934,26552
43193,44833,768470,36833
43194,70913,649347,64553
43195,21686,842908,49917
43196,52650,859944,84387
43197,46794,183130,8726
43198,52490,217822,35180
43199,17120,60789,35574
43200,11113,34771,59793
43201,54890,343791,39438
43202,31867,463703,33293
43203,7492,579714,92958
43204,27664,228232,49297
43205,45929,393496,79738
43206,3092,904346,27679
43207,4858,714947,44584
43208,77615,572003,1281
43209,71626,190368,96523
43210,83025,779165,34962
43211,67269,445418,23079
43212,48659,151737,45959
43213,88204,541022,95011
43214,57810,857253,98715
43215,94517,633934,96202
43216,11592,448889,59198
43217,5518,659789,3937
43218,66314,586522,12379
43219,97332,985122,3947
43220,4344,975238,16771
43221,37355,644225,71420
43222,834,191987,99372
43223,86282,633193,31796
43224,25193,780224,35278
43225,13047,441107,79802
43226,35910,508926,8837
43227,70410,86520,883
43228,82881,903818,84689
43229,5338,986072,54086
43230,73028,353124,97652
43231,77210,243209,95875
43232,79633,756967,32006
43233,3578,582629,76078
43234,88311,436148,26425
43235,27445,659424,67316
43236,98059,966415,62522
43237,7073,57586,74168
43238,37979,544547,84196
43239,61201,37117,18886
43240,34594,767910,57373
43241,51148,384565,8721
43242,45315,912901,39625
43243,80586,186728,52703
43244,8038,995544,84548
43245,16820,208843,56812
43246,5465,749949,16267
43247,3425,511602,14429
43248,63674,759821,29808
43249,39083,295688,82550
43250,55964,273821,12456
43251,3797,967981,76803
43252,65856,482525,87236
43253,80390,959298,39299
43254,46479,274792,57919
43255,3972,194710,34378
43256,99253,432505,85875
43257,3449,736779,29193
43258,62964,547362,35777
43259,66516,816904,93397
43260,43118,403553,57830
43261,62981,507816,43600
43262,29327,42082,84569
43263,14243,933660,71
43264,7489,764708,97367
43265,70550,293515,3293
43266,97793,708127,84863
43267,33277,600233,70329
43268,35787,952736,46927
43269,79060,251750,14661
43270,57280,293283,32039
43271,54433,934309,61346
43272,28816,725182,48480
43273,86854,577940,14231
43274,57121,441807,645
43275,11089,714215,12977
43276,23996,509205,36652
43277,88038,322896,31055
43278,20685,362319,94010
43279,28405,273890,56203
43280,72941,989552,46057
43281,95434,735091,47545
43282,57517,695372,60793
43283,96006,359449,10591
43284,68250,144382,40273
43285,76429,712824,67765
43286,71978,245726,73017
43287,84130,674239,6293
43288,88937,450341,16436
43289,17373,150715,59104
43290,80158,155363,20350
43291,23211,781622,80675
43292,72859,672687,53078
43293,33623,441168,12065
43294,21336,25569,22610
43295,66967,348698,5778
43296,40331,235600,16011
43297,49696,471805,84219
43298,76492,749798,71074
43299,88147,867121,64827
43300,67872,415934,28002
43301,99031,514845,63355
43302,59202,262628,53818
43303,96984,940044,40654
43304,75501,464249,366
43305,34888,401291,34647
43306,81700,411723,34190
43307,83522,285291,55524
43308,51205,471427,32977
43309,63627,817371,79193
43310,68277,319392,73299
43311,96883,694881,85810
43312,66327,128480,91859
43313,44183,603286,23959
43314,25157,975731,28862
43315,87375,113146,7239
43316,36846,902054,63108
43317,74162,145794,89022
43318,64033,633743,4371
43319,71348,76481,16960
43320,79381,29785,69425
43321,89667,521655,35379
43322,17151,913293,80038
43323,17696,342376,29688
43324,69068,959239,86473
43325,35318,988861,37302
43326,63764,485549,33067
43327,63755,211871,21981
43328,56039,693013,55003
43329,84171,166938,6783
43330,57220,509315,86272
43331,19919,668503,36834
43332,23179,25412,18046
43333,89239,670431,3500
43334,88248,383882,92216
43335,88203,361220,95631
43336,7140,648115,12377
43337,74900,276301,53051
43338,95282,300164,78277
43339,54137,425434,47058
43340,10598,925578,57855
43341,64304,320011,47850
43342,53094,35007,93187
43343,15277,265317,24970
43344,22022,370289,87558
43345,43817,675339,98280
43346,94539,898910,95691
43347,55411,583882,21167
43348,89148,521211,35410
43349,94735,393921,14577
43350,44372,116907,70566
43351,1598,620124,73567
43352,39531,652339,21356
43353,87000,510196,83091
43354,37763,378604,144
43355,11118,494008,42353
43356,54382,752189,29806
43357,96887,402373,97417
43358,76868,237851,32177
43359,47033,415025,79977
43360,93232,879113,49955
43361,94709,423052,25700
43362,21569,473382,76327
43363,81595,762167,58689
43364,15665,717106,37071
43365,46984,129187,89617
43366,81776,150793,9037
43367,2583,308013,32424
43368,55231,19061,40940
43369,22482,684082,87056
43370,18471,310344,70970
43371,96469,109465,99159
43372,18562,471591,17448
43373,87717,898620,30161
43374,97526,46919,4307
43375,32448,700216,85173
43376,88654,899850,29907
43377,71177,337099,75250
43378,68237,703471,62174
43379,9441,10715,36466
43380,70309,109309,93210
43381,8182,577104,5730
43382,19759,258794,24130
43383,37513,793800,55043
43384,17469,310331,53229
43385,52656,429774,43486
43386,87364,882152,58485
43387,32662,37756,37214
43388,20105,941927,67912
43389,86006,921662,76744
43390,63906,921959,30041
43391,81060,847772,62826
43392,60033,456721,96415
43393,48743,569353,76625
43394,70639,613505,31776
43395,29428,240907,38515
43396,97696,516362,54409
43397,11770,565193,7325
43398,28486,719041,64962
43399,73899,272389,38073
43400,18922,234865,87106
43401,9286,767323,79780
43402,54571,403870,57365
43403,48688,59308,7777
43404,24511,885690,37387
43405,46484,812171,36283
43406,62269,119990,11734
43407,74923,44105,51805
43408,9825,952498,67418
43409,82546,602430,33738
43410,84401,883242,54376
43411,84626,333564,72982
43412,38240,470038,59296
43413,27881,339893,6987
43414,20563,141567,45257
43415,26228,231178,33033
43416,63039,537645,181
43417,16371,200286,20470
43418,91441,828745,13994
43419,71329,504942,51993
43420,55353,679043,11886
43421,91076,813273,79685
43422,1992,464854,29771
43423,46167,273002,87771
43424,29722,253051,29443
43425,76271,647377,82455
43426,61617,932576,36337
43427,61620,877063,5810
43428,50801,599307,71001
43429,70900,787781,51873
43430,13947,708092,39004
43431,26432,185165,68834
43432,29151,223406,12714
43433,73839,892425,576
43434,53066,111541,65416
43435,43728,570676,1898
43436,96216,167157,50544
43437,27360,702573,51834
43438,45437,684419,72970
43439,13917,777440,44242
43440,57911,103939,30606
43441,26681,170255,4402
43442,13295,608313,95392
43443,52785,65850,86201
43444,24165,983890,1251
43445,75641,737952,24547
43446,41697,102704,5630
43447,11544,314936,61217
43448,83943,254945,65932
43449,49773,216888,77529
43450,62303,415204,92533
43451,91506,508469,91440
43452,33062,457124,45622
43453,81317,207550,41511
43454,3964,694846,38163
43455,28819,578060,32057
43456,69727,377023,63093
43457,1725,960818,1096
43458,13186,752951,71491
43459,32593,137536,44666
43460,41349,328462,32971
43461,83802,826039,67089
43462,58873,858955,12376
43463,50459,498130,65528
43464,42828,188597,77713
43465,3657,522259,75251
43466,82664,476083,61495
43467,61790,833452,18026
43468,89559,141014,72563
43469,25858,854211,74732
43470,87936,354294,84667
43471,23557,939320,32108
43472,977,532932,66322
43473,91368,544408,85766
43474,72685,664557,36465
43475,5448,436009,914
43476,1803,443838,45756
43477,73262,280717,28637
43478,60575,825400,25345
43479,30954,395031,64862
43480,83692,219863,72777
43481,45534,41566,46531
43482,2281,624853,80800
43483,52668,697596,81782
43484,50032,878886,87265
43485,46837,608839,17111
43486,86973,728147,35843
43487,26021,458932,52078
43488,60401,956846,42918
43489,6997,69081,70634
43490,40298,763959,8507
43491,26557,888081,90407
43492,35187,165803,43321
43493,3696,894850,72761
43494,19600,361058,14465
43495,19905,216444,46917
43496,76780,711730,53046
43497,55576,937289,6854
43498,18721,727875,18136
43499,99025,228810,79021
43500,91134,956696,53978
43501,55465,460968,81399
43502,13408,832352,82303
43503,7980,854571,85962
43504,43276,363899,98807
43505,55018,505380,32053
43506,39975,534086,677
43507,11026,260335,72325
43508,24430,128081,6112
43509,32373,841938,78744
43510,77907,661926,79606
43511,90051,432979,78116
43512,6982,542285,90501
43513,53936,835186,98168
43514,2970,533105,87205
43515,53115,109774,72549
43516,94063,634360,49591
43517,5919,269338,29393
43518,7885,569946,31304
43519,23389,908655,19158
43520,67598,726176,88076
43521,33885,503242,11788
43522,26843,579177,60085
43523,58898,152784,24814
43524,26288,200720,34447
43525,76306,411774,1618
43526,7561,320989,41761
43527,39093,240133,39395
43528,93202,424440,46215
43529,86010,621928,7130
43530,45117,792579,53087
43531,84968,234241,18956
43532,22501,570837,25294
43533,94220,527095,87094
43534,8181,589519,17227
43535,64363,926337,50723
43536,66525,410309,75053
43537,36891,990938,93100
43538,30111,590874,69066
43539,17623,971753,12676
43540,34293,317389,69242
43541,51787,992292,15779
43542,92563,127870,72727
43543,47275,647876,97789
43544,92310,972751,69976
43545,32455,852845,18993
43546,40327,312801,134
43547,37345,488781,10083
43548,52743,376083,52661
43549,46674,332733,98568
43550,14902,624538,92182
43551,59827,843541,43685
43552,36703,812521,24454
43553,50154,230709,49882
43554,56505,340165,62293
43555,58908,507713,60346
43556,38083,386967,36861
43557,85796,168363,92348
43558,52354,338564,27158
43559,71775,78780,97962
43560,79349,696161,66839
43561,97855,949977,46467
43562,14654,79542,2863
43563,61502,547717,89849
43564,91204,193428,70922
43565,68128,691650,70626
43566,99650,787774,40268
43567,35600,405970,63007
43568,56915,281658,45842
43569,83991,741403,4166
43570,63774,362350,15766
43571,66913,747562,63172
43572,65852,909566,45286
43573,88409,311700,38445
43574,48517,529939,37370
43575,91213,22850,41860
43576,8330,260195,73001
43577,72867,862834,76142
43578,41228,538080,20521
43579,9827,854183,72399
43580,84695,774876,89661
43581,68734,845082,6583
43582,72660,339561,37157
43583,47039,806970,61631
43584,89439,305490,10231
43585,78634,678352,52381
43586,18575,885096,48013
43587,5451,148881,94510
43588,47997,300073,86772
43589,14707,958579,54203
43590,41237,436097,84618
43591,29929,663543,39902
43592,46394,315249,46378
43593,99182,513487,89394
43594,96493,969010,14589
43595,96183,856574,7582
43596,87609,532610,82585
43597,62670,264752,38917
43598,64172,24242,2084
43599,60456,332383,38468
43600,34818,398769,46649
43601,24342,415554,53417
43602,13810,8924,97281
43603,73009,961150,18818
43604,40855,143806,97307
43605,90474,904320,9738
43606,87889,207513,30200
43607,10604,494932,68968
43608,10574,144456,15579
43609,54131,360378,5876
43610,81286,343021,9590
43611,45214,407635,60784
43612,32209,87131,47310
43613,85268,655679,44754
43614,24217,933677,85582
43615,13799,752705,50871
43616,30213,828589,60940
43617,6322,426256,4877
43618,11414,681572,88375
43619,45838,122146,6506
43620,7151,420284,59943
43621,69844,620617,66956
43622,77638,487439,40273
43623,27409,828231,58702
43624,16537,43627,68493
43625,21449,490117,94378
43626,29688,716981,17454
43627,50317,851242,71012
43628,49843,86647,67158
43629,52891,667370,5438
43630,21769,858320,84228
43631,25116,290937,80984
43632,72411,427872,10641
43633,57673,448600,21554
43634,44063,50917,1570
43635,48124,84804,5904
43636,79560,719711,51477
43637,62877,121855,52104
43638,24556,270173,13122
43639,42742,645804,58356
43640,87609,70463,99773
43641,33691,470327,56876
43642,2220,85463,21110
43643,57630,113747,24144
43644,66250,936321,18850
43645,55201,491733,10053
43646,6226,230735,32165
43647,31494,297452,80606
43648,16498,815785,93197
43649,42865,819359,12905
43650,5105,894481,16306
43651,73742,847195,3567
43652,76797,439820,64683
43653,5886,851309,84770
43654,15519,564161,63321
43655,33850,886180,946
43656,64860,179423,18559
43657,67193,400809,1530
43658,9185,609318,71269
43659,51525,63901,65602
43660,78050,851185,42295
43661,60590,886201,44418
43662,56594,916007,68400
43663,36485,421266,55858
43664,9566,308316,29439
43665,34045,447968,19777
43666,38028,978842,88538
43667,54934,87615,31893
43668,61247,81498,98373
43669,45727,664104,81922
43670,77444,760249,74833
43671,1340,139779,67888
43672,50400,979369,54704
43673,81476,950742,93755
43674,94946,250582,22052
43675,35120,451350,26021
43676,71430,994837,99573
43677,81848,228658,35141
43678,55630,702985,82098
43679,84723,550151,45099
43680,15073,456525,65583
43681,37461,220994,76977
43682,22005,925115,2050
43683,5870,44777,28944
43684,25649,912984,88533
43685,87180,239379,6836
43686,15133,421294,51215
43687,60360,15024,40309
43688,78794,959643,18744
43689,66034,845273,53706
43690,63101,424227,15198
43691,47845,42404,62656
43692,11364,195897,78695
43693,35997,338022,4364
43694,21638,316039,54371
43695,98219,820089,71007
43696,13227,180041,82032
43697,80661,305561,74698
43698,73712,137640,47010
43699,60301,808466,41214
43700,70927,579149,71950
43701,86374,605936,47185
43702,70062,582309,40914
43703,99376,566780,7219
43704,62339,923513,70924
43705,59190,163638,60440
43706,70734,468307,95276
43707,91862,609516,38530
43708,72242,963248,4457
43709,59747,633317,82022
43710,92167,391180,55199
43711,37350,492148,76891
43712,73952,625202,26446
43713,96866,981035,89237
43714,17633,580695,28379
43715,28417,743969,34765
43716,34409,923555,95889
43717,40622,755716,15709
43718,51882,242283,86970
43719,2751,12162,69989
43720,26766,400755,67732
43721,89397,344565,35330
43722,19019,563445,90948
43723,99072,40573,55866
43724,53420,622470,75028
43725,10346,150623,96488
43726,89775,259077,30681
43727,53266,86956,88171
43728,16774,45079,59382
43729,51046,747255,70026
43730,92223,267130,45687
43731,75982,56357,26030
43732,86906,618050,65301
43733,9435,289232,91339
43734,82096,387411,35629
43735,15067,809409,21612
43736,76547,87311,67028
43737,22193,299194,89486
43738,6528,639044,98396
43739,49688,185846,59455
43740,45197,281876,59818
43741,80853,433147,83570
43742,13586,257116,26821
43743,80301,826350,76344
43744,24814,176076,69166
43745,24910,507744,56525
43746,46983,49012,19178
43747,57608,583255,88187
43748,10066,719939,75744
43749,51237,472315,94216
43750,75205,6207,67599
43751,80517,291469,84037
43752,89326,758083,74263
43753,81164,241493,75091
43754,94665,273705,59811
43755,53816,835890,39987
43756,91014,568754,72881
43757,36594,268092,6497
43758,92153,897053,73138
43759,27618,77772,49645
43760,25924,549255,96983
43761,1426,489300,85893
43762,29860,600841,93051
43763,8087,46099,54903
43764,93891,421020,37847
43765,88931,750163,3125
43766,17911,923791,43428
43767,99148,345555,5235
43768,20507,479874,30158
43769,59992,89004,74126
43770,76369,553028,55130
43771,54832,651858,14958
43772,46585,871195,49103
43773,422,278337,88885
43774,6096,313553,52640
43775,48224,174344,442
43776,8880,333625,27303
43777,29709,754437,74920
43778,91859,787946,22086
43779,67592,592297,70487
43780,12502,268647,31773
43781,90909,570814,44366
43782,53380,521757,86064
43783,49356,978904,21407
43784,79996,273959,63124
43785,22527,547256,1467
43786,12306,201004,67149
43787,54062,784427,24724
43788,2023,125534,71614
43789,45696,601478,41853
43790,45509,507462,83514
43791,707,70175,89345
43792,59248,617728,11189
43793,29543,980357,88108
43794,85272,420156,77142
43795,24676,533162,98704
43796,66622,945770,26999
43797,38626,449024,74050
43798,90101,864019,64366
43799,30694,470807,15143
43800,17862,287327,67436
43801,73759,738665,80300
43802,59719,397857,53342
43803,30469,599256,59537
43804,10039,244875,66053
43805,15768,214548,21161
43806,97046,197027,15130
43807,22604,352637,85051
43808,49958,237822,78576
43809,48819,245680,73656
43810,51876,174710,76263
43811,79130,518949,19378
43812,91993,120911,3862
43813,26472,885463,57984
43814,54305,186597,41558
43815,48476,942157,80703
43816,34777,244664,84474
43817,98484,88368,82613
43818,71102,91196,55592
43819,29421,878314,9850
43820,27338,772618,35458
43821,85491,665668,53594
43822,93571,336776,76871
43823,43111,25713,94784
43824,5993,193997,20192
43825,42562,514475,22903
43826,39621,300897,12297
43827,79796,619263,47235
43828,19464,593348,72223
43829,55279,312251,93484
43830,97004,791934,7340
43831,673,864565,58166
43832,66441,46649,15473
43833,91248,886304,85619
43834,72327,922293,83471
43835,83285,659347,91186
43836,49410,424114,13230
43837,13879,50301,42888
43838,49186,840416,54330
43839,28841,921911,48189
43840,69053,822030,35036
43841,97865,962209,15357
43842,7850,19515,40195
43843,19588,669517,52130
43844,64180,531816,1566
43845,147,995254,27591
43846,40974,378158,57680
43847,1911,554022,3068
43848,23383,813666,59881
43849,54554,799515,58778
43850,63999,509422,4709
43851,77594,374260,27754
43852,23590,82071,12630
43853,69977,556905,19817
43854,89580,490680,86958
43855,4818,899669,29057
43856,67736,764581,1852
43857,78754,185478,68848
43858,19336,703534,22352
43859,7372,798046,3684
43860,26312,881500,13671
43861,90315,91706,10004
43862,96908,594178,34977
43863,49480,847294,64492
43864,36526,589118,60309
43865,56605,992709,7592
43866,76257,587213,54443
43867,69298,461630,27354
43868,60514,665256,68334
43869,94143,379245,70636
43870,74090,591769,30944
43871,43642,83590,27868
43872,15761,965308,35854
43873,69331,888365,63836
43874,53280,971836,84448
43875,8664,270801,33909
43876,49859,72679,61606
43877,82095,158884,6169
43878,67783,75167,33986
43879,64894,784513,99335
43880,95483,580378,35142
43881,53838,182843,51283
43882,77169,154393,61720
43883,36740,228529,10751
43884,14853,182257,70775
43885,73642,156146,42061
43886,7040,965045,557
43887,74006,154874,15253
43888,55699,973754,5804
43889,16131,20228,9325
43890,2163,299058,8929
43891,98573,612208,22809
43892,33815,514487,97986
43893,16767,695998,88225
43894,10307,65291,4289
43895,57081,100332,88017
43896,72364,491148,28296
43897,21698,690606,54451
43898,4614,583779,78181
43899,68369,677159,23346
43900,3107,476630,89005
43901,9431,621142,81073
43902,99155,21702,80752
43903,76033,320722,4248
43904,95263,762247,19774
43905,72541,802498,34900
43906,55818,510737,61693
43907,80608,625172,11171
43908,3437,364659,75687
43909,55750,190286,13481
43910,42249,822797,35481
43911,25657,420072,68763
43912,81989,833467,44445
43913,7723,473877,10201
43914,86303,377394,92370
43915,40806,78685,50237
43916,81983,582846,1596
43917,53296,308430,29179
43918,40132,47439,65036
43919,96372,641955,86144
43920,72133,585936,9185
43921,57931,676868,88875
43922,89843,644462,30728
43923,75310,679144,5946
43924,6878,47178,19478
43925,50132,156845,1474
43926,40762,340598,57822
43927,90209,593825,91161
43928,97978,35860,61905
43929,12249,279704,78351
43930,35191,13634,50168
43931,49089,669339,67246
43932,78910,603254,37098
43933,95000,6381,43929
43934,76095,475213,51945
43935,58228,300723,67234
43936,75765,869839,65332
43937,13729,564888,86887
43938,63635,663910,34851
43939,95378,112455,4740
43940,85737,666384,70825
43941,12459,161555,1807
43942,9724,456778,62080
43943,87154,149367,99277
43944,58615,461800,56675
43945,42457,235440,88594
43946,53826,907660,49552
43947,91549,253754,13320
43948,58832,756660,16714
43949,36980,721,69960
43950,71849,344562,68808
43951,73577,792858,11271
43952,57701,809559,72062
43953,73117,615936,91893
43954,37563,290895,11494
43955,3250,469960,7283
43956,84123,491187,24384
43957,94851,692348,75348
43958,41996,429034,49286
43959,73274,189590,41882
43960,74353,970123,45426
43961,32007,235701,22519
43962,24417,562380,56435
43963,25366,478690,11771
43964,84411,497717,12107
43965,43221,252078,37216
43966,16404,760261,50084
43967,55877,604799,62634
43968,7277,186907,23672
43969,84295,377410,82351
43970,58629,851109,35977
43971,1330,162453,2092
43972,79194,187971,17405
43973,3510,8364,87886
43974,11970,87075,32854
43975,42230,145387,55215
43976,31068,361678,81855
43977,39070,713500,44772
43978,18608,846030,42519
43979,93160,246634,41268
43980,5817,611670,19326
43981,60126,12053,67533
43982,86041,259449,48401
43983,16885,239965,11787
43984,20792,255660,66953
43985,90601,525198,12096
43986,27802,672983,66561
43987,83354,128794,11907
43988,86773,475803,42221
43989,72279,993118,25688
43990,58243,125565,67883
43991,13951,511317,88345
43992,27694,8926,20963
43993,87682,402451,94953
43994,46801,520280,83440
43995,17129,332335,19102
43996,80426,961553,76369
43997,43515,919304,72765
43998,34381,219600,16746
43999,93251,374374,60709
44000,24789,943087,12740
44001,2102,476479,50824
44002,66856,454371,58598
44003,46541,196089,49313
44004,79664,503624,98291
44005,72095,35787,73955
44006,25313,436392,48697
44007,33247,171536,91452
44008,95155,803003,7396
44009,81170,633824,123
44010,52905,527149,33445
44011,37311,455428,55747
44012,26893,800671,54127
44013,59169,403571,4011
44014,48234,839771,65320
44015,77262,527599,15980
44016,63822,533990,10432
44017,98153,908991,7479
44018,189,1912,32488
44019,40077,130099,7608
44020,14610,372941,89962
44021,26356,877623,68365
44022,9777,394954,97985
44023,6439,700064,99356
44024,62032,559805,61629
44025,64870,148596,67494
44026,82926,866651,3360
44027,32568,316141,95522
44028,69412,810118,15435
44029,14073,426505,75914
44030,25648,617591,24302
44031,6474,720329,53829
44032,21157,547869,36601
44033,4700,440284,97773
44034,78069,611826,65482
44035,28840,758860,12567
44036,20216,115736,15695
44037,53528,773543,80534
44038,1104,132190,63144
44039,50191,104354,24293
44040,69133,569198,46933
44041,1306,989611,1305
44042,7278,407334,1353
44043,87547,363298,34315
44044,71849,325389,18721
44045,57077,514860,99187
44046,95741,268722,56190
44047,20249,67971,82994
44048,98447,318121,17520
44049,79794,660589,10725
44050,97704,202797,51785
44051,74511,843159,58076
44052,63599,438565,38956
44053,89842,507182,14937
44054,178,558776,35118
44055,24958,38015,36925
44056,40889,575886,13447
44057,98971,932779,73903
44058,33781,528483,89977
44059,71791,313678,2251
44060,9589,789884,85680
44061,11919,500633,56456
44062,47746,324427,59871
44063,26913,372367,56088
44064,37130,510665,47402
44065,35760,578059,40320
44066,39398,938380,18765
44067,21927,832573,45572
44068,13406,440702,48337
44069,11042,12772,5954
44070,15636,914388,18194
44071,25647,463724,38563
44072,88863,248665,1002
44073,67665,44280,7767
44074,55038,785093,78879
44075,28730,704218,89905
44076,15795,631261,36607
44077,25805,837593,59934
44078,89999,111986,81644
44079,42797,679735,98152
44080,23468,257977,83265
44081,92026,983929,26646
44082,37806,330392,30514
44083,92180,45811,97208
44084,21922,743751,87909
44085,88036,433155,83548
44086,5258,421287,11255
44087,74607,450988,20657
44088,29586,325693,55082
44089,48714,653025,70133
44090,1650,159423,21451
44091,88646,359145,65470
44092,59743,462245,73917
44093,92529,65818,54932
44094,19290,376854,8655
44095,7944,124131,46534
44096,9688,535138,28723
44097,57798,957723,55181
44098,45862,883182,33114
44099,971,414231,23482
44100,89332,624765,99656
44101,76141,516164,58644
44102,59501,475237,20014
44103,9585,31446,20307
44104,83587,715217,92425
44105,8239,684657,36851
44106,79074,350262,89026
44107,61123,980685,1477
44108,32853,614338,44937
44109,84897,35802,87453
44110,26757,701653,45052
44111,90390,948200,54706
44112,16586,346978,81641
44113,78005,652851,368
44114,56289,333162,88728
44115,97336,525835,6196
44116,37871,690832,74348
44117,45761,39396,78155
44118,26193,78606,40718
44119,38204,845211,77055
44120,6382,148262,72726
44121,46436,507023,94871
44122,5856,739437,91583
44123,29465,961777,3994
44124,52814,52672,39124
44125,61498,933675,75942
44126,8739,902749,24906
44127,47088,118351,6159
44128,16715,645393,40505
44129,2692,530489,32333
44130,29910,674995,77016
44131,83041,650262,19969
44132,71129,849069,57045
44133,23976,641914,6367
44134,80381,141365,6393
44135,19999,735164,45555
44136,68732,824029,16703
44137,39918,139980,54995
44138,41768,399654,4993
44139,61597,479278,89025
44140,46579,379737,29585
44141,33689,474457,31240
44142,17718,254453,2292
44143,36083,439966,69843
44144,80954,673728,38702
44145,62793,513461,53401
44146,68745,760900,12171
44147,2938,447247,86078
44148,6950,67410,73613
44149,29604,821435,14593
44150,16373,411736,48907
44151,56731,299349,76797
44152,5399,858165,82920
44153,94859,293834,59080
44154,25451,195682,34193
44155,46856,355645,64410
44156,44021,833152,53121
44157,92058,91978,89841
44158,60410,921145,54925
44159,33329,627792,49884
44160,47062,956192,94491
44161,60715,193335,84061
44162,11275,29716,75818
44163,46071,612403,52140
44164,98040,254222,94284
44165,27891,577376,45304
44166,55792,424646,43820
44167,54104,103212,29455
44168,3174,142093,41989
44169,33873,882774,69029
44170,97164,576400,60304
44171,56756,16797,33294
44172,63688,245648,19472
44173,46472,703122,1088
44174,8246,226433,66744
44175,99321,544346,22751
44176,67038,386807,77403
44177,53301,293149,52550
44178,54648,445380,31019
44179,5105,605387,2669
44180,45541,550670,23564
44181,48241,699381,66688
44182,99789,737352,87494
44183,59496,852095,56539
44184,37237,626736,53873
44185,55115,643900,65613
44186,40763,22507,15710
44187,58160,397692,72696
44188,11395,686196,85857
44189,57093,919298,99883
44190,15621,784634,97530
44191,35920,79932,25671
44192,38730,516276,69076
44193,39773,303234,68071
44194,46671,696316,22167
44195,45888,380873,73415
44196,28492,150399,12927
44197,57824,834042,59913
44198,6771,157096,43292
44199,95425,108923,1199
44200,25065,123654,23601
44201,67339,700571,85912
44202,48236,910071,80431
44203,59778,904671,41136
44204,74012,286375,16999
44205,22040,569544,19855
44206,35069,298483,84298
44207,89661,295670,16889
44208,7489,960453,76915
44209,75318,189564,13768
44210,66948,659865,51187
44211,5839,768490,87580
44212,57549,319518,36095
44213,67518,64596,94655
44214,61014,65982,22451
44215,90950,150242,22752
44216,49429,792998,64972
44217,59192,998265,87913
44218,22332,110735,85774
44219,83030,661428,58718
44220,52677,113118,13319
44221,89164,759918,95493
44222,24653,481417,84164
44223,65973,394192,28839
44224,27357,624465,72324
44225,97523,449244,47332
44226,95785,974709,92814
44227,92215,478389,98513
44228,41961,443505,26611
44229,22338,435170,21497
44230,55167,842529,27452
44231,33687,199747,34214
44232,87314,426030,76842
44233,25109,166075,45055
44234,55600,306645,78701
44235,94970,574323,53664
44236,86625,520379,66418
44237,37778,327833,6136
44238,4812,33908,69827
44239,25073,892164,74372
44240,26211,308485,8860
44241,37481,870047,65348
44242,77186,439614,77103
44243,79738,390075,83099
44244,34083,934960,62656
44245,60721,199452,24962
44246,30592,815430,28717
44247,85943,409647,28945
44248,42992,789755,44955
44249,29,813952,49221
44250,34649,584883,92255
44251,45874,44507,18183
44252,36948,226348,57199
44253,42654,757523,52032
44254,73628,600287,25103
44255,92509,261942,96465
